Product Name;Product Price;Product Old Price;Product Discount;Product Rating;Product Reviews;Product Link;Product Image
EspaceDeco.Tn Pack de Trois Coussins - Velours - vert;75.00 TND;;;;;https://jumia.com.tn/espacedeco.tn-pack-de-trois-coussins-velours-vert-562387.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/3265/1.jpg?3740
KONTAKT Pantalon Garçon - Velour - Vert Kaki;69.90 TND;99.90 TND;30%;;;https://jumia.com.tn/kontakt-pantalon-garcon-velour-vert-kaki-803238.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/2308/1.jpg?1072
Duo accessories Coussin velours Warm Light;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-warm-light-688497.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/4886/1.jpg?2109
Duo accessories Coussin velours Happy HOHO;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-happy-hoho-684367.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/3486/1.jpg?3795
Duo accessories Coussin velours Wild Coll;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-wild-coll-688501.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/5886/1.jpg?2109
Duo accessories Coussin velours Lovers holding Hands;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-lovers-holding-hands-655441.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/4556/1.jpg?5421
Duo accessories Coussin velours Deer Golden;48.00 TND;55.00 TND;13%;;;https://jumia.com.tn/duo-accessories-coussin-velours-deer-golden-688471.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/4886/1.jpg?4067
Duo accessories Coussin velours Losange cube;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-losange-cube-655404.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/4556/1.jpg?5417
Duo accessories Coussin velours Deer Antlers;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-deer-antlers-684324.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/3486/1.jpg?1888
Duo accessories Coussin velours Winter Trees3;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-winter-trees3-688505.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/5886/1.jpg?2108
Duo accessories Coussin velours Line art many faces;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-line-art-many-faces-655435.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/4556/1.jpg?5421
Duo accessories Coussin velours Berda3;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-berda3-688494.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/4886/1.jpg?4067
Duo accessories Coussin velours Warm Light4;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-warm-light4-688500.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/5886/1.jpg?2109
Duo accessories Coussin velours Coral bleu;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-coral-bleu-655387.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/3556/1.jpg?3903
Duo accessories Coussin velours Line art me and you Dark Blue;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-line-art-me-and-you-dark-blue-655439.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/4556/1.jpg?5421
Duo accessories Coussin velours Face Deer;48.00 TND;55.00 TND;13%;;;https://jumia.com.tn/duo-accessories-coussin-velours-face-deer-688479.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/4886/1.jpg?3812
Duo accessories Coussin velours Circle stars;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-circle-stars-655388.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/3556/1.jpg?5414
Duo accessories Coussin velours Deer Santa White;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-deer-santa-white-684339.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/3486/1.jpg?3985
Duo accessories Coussin velours Cerf line art;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-cerf-line-art-655432.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/4556/1.jpg?5421
Duo accessories Coussin velours Bandes Camel;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-bandes-camel-655394.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/3556/1.jpg?3767
Duo accessories Coussin velours Winter Trees2;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-winter-trees2-688504.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/5886/1.jpg?2108
Duo accessories Coussin velours Cosy;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-cosy-688495.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/4886/1.jpg?2110
Duo accessories Coussin velours DEER Santa Black;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-deer-santa-black-684366.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/3486/1.jpg?5008
Duo accessories Coussin velours HOHO;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-hoho-684368.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/3486/1.jpg?3795
Duo accessories Coussin velours Warm Light2;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-warm-light2-688498.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/4886/1.jpg?2109
Duo accessories Coussin velours Carré Kiwi;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-carre-kiwi-655399.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/3556/1.jpg?5418
Duo accessories Coussin velours  Deer Black;39.50 TND;45.00 TND;12%;;;https://jumia.com.tn/duo-accessories-coussin-velours-deer-black-684323.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/3486/1.jpg?1888
Velo lapin couleur vert 1 an à 3 ans;60.00 TND;;;2.6;5;https://jumia.com.tn/sans-marque-velo-lapin-couleur-vert-1-an-a-3-ans-506375.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/3605/1.jpg?2648
EspaceDeco.Tn Rideau Occultant lourd -a oeillets - 1 panneau 140x240cm - gris - velour;49.00 TND;85.00 TND;42%;2.5;6;https://jumia.com.tn/espacedeco.tn-rideau-occultant-lourd-a-oeillets-1-panneau-140x240cm-gris-velour-314954.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/9413/1.jpg?2366
EspaceDeco.Tn Rideau Occultant lourd -1 panneau 140x240cm- a oeillets -  velour - vert foret;85.00 TND;;;2.9;7;https://jumia.com.tn/espacedeco.tn-rideau-occultant-lourd-1-panneau-140x240cm-a-oeillets-velour-vert-foret-314962.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/9413/1.jpg?2367
Chargeur intelligent 12V, pour moto, voiture, Scooter électrique, pulvérisateur, vélo électrique;135.00 TND;220.00 TND;39%;;;https://jumia.com.tn/sans-marque-chargeur-intelligent-12v-pour-moto-voiture-scooter-electrique-pulverisateur-velo-electrique-690118.html;https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/1096/1.jpg?7272
